Name,Description,SUBZONE_NO,SUBZONE_N,PLN_AREA_N,REGION_N,lon,lat
46519,Opp Blk 144,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77213801008084,1.43554811627266
46521,Marsiling Stn,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77429333367094,1.43237833345523
46529,Opp Marsiling Stn,5,WOODGROVE,WOODLANDS,NORTH REGION,103.77459689006626,1.4320815277003103
46531,Blk 173,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77751138903017,1.43240249999047
46539,Blk 320,5,WOODGROVE,WOODLANDS,NORTH REGION,103.7782236553492,1.4320996290417298
46541,Opp Blk 347,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.78083569681783,1.43328331503309
46549,Blk 347,5,WOODGROVE,WOODLANDS,NORTH REGION,103.7812567265195,1.43319818915334
46551,Blk 101,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.78162336464779,1.4353272824077
46559,Opp Blk 101,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.78127722609429,1.4355016553592799
46561,Opp Blk 178,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77719002912507,1.43461192439784
46569,Blk 178,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77745880948639,1.43472154667119
46571,Opp Blk 154,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.7758535357882,1.43475417848392
46579,Blk 154,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77552249997426,1.43488583298053
46581,Opp Blk 146,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77379636706416,1.4364411890995998
46589,Blk 146,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77410863406608,1.43632306005208
46591,Blk 303,5,WOODGROVE,WOODLANDS,NORTH REGION,103.77322606797722,1.4306895897622303
46611,Fuchun Sec Sch,5,WOODGROVE,WOODLANDS,NORTH REGION,103.77760584579323,1.42923412810157
46619,Opp Fuchun Sec Sch,5,WOODGROVE,WOODLANDS,NORTH REGION,103.77775112537243,1.42907407993851
46621,Blk 335,5,WOODGROVE,WOODLANDS,NORTH REGION,103.78064562823636,1.42955535916481
46629,The Woodgrove,5,WOODGROVE,WOODLANDS,NORTH REGION,103.78081728503308,1.4294609286664601
46631,Blk 892C CP,2,MIDVIEW,WOODLANDS,NORTH REGION,103.78915264291737,1.43689297551872
46639,Opp Blk 892C CP,1,WOODLANDS REGIONAL CENTRE,WOODLANDS,NORTH REGION,103.78884919678751,1.43702205360453
46641,Blk 894C,2,MIDVIEW,WOODLANDS,NORTH REGION,103.79002659369449,1.43537882843176
46649,Blk 515,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79042134084122,1.4351357156533597
46651,Blk 550,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79455264522785,1.43298096854241
46659,Opp Blk 550,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79414300304941,1.4326927277132202
46661,Opp Blk 896B,2,MIDVIEW,WOODLANDS,NORTH REGION,103.79228928579461,1.4375922192539201
46669,W'Lands Pr Sch,2,MIDVIEW,WOODLANDS,NORTH REGION,103.79182446445485,1.43740934044808
46671,Bef 888 Plaza,2,MIDVIEW,WOODLANDS,NORTH REGION,103.79462234269218,1.4368916698221899
46679,Opp 888 Plaza,2,MIDVIEW,WOODLANDS,NORTH REGION,103.7948505560336,1.4367769440138498
46681,Blk 899A,2,MIDVIEW,WOODLANDS,NORTH REGION,103.79577696652271,1.4357329097814002
46689,Blk 609,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79601265965388,1.4358705454691498
46691,Opp 888 Plaza,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79587886684328,1.4382313251889296
46699,888 Plaza,2,MIDVIEW,WOODLANDS,NORTH REGION,103.79566316043967,1.4376998988961103
46709,Aft Blk 1,6,WOODLANDS WEST,WOODLANDS,NORTH REGION,103.77554719559573,1.44144739085946
46711,Bef Admiralty Rd West,8,SENOKO WEST,WOODLANDS,NORTH REGION,103.80084970775461,1.4547016018720103
46719,Givaudan S'pore,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80106314214777,1.45490953729339
46721,Bef W'Lands Ind Pk E7,8,SENOKO WEST,WOODLANDS,NORTH REGION,103.80178758846797,1.45248916519346
46729,Aft W'Lands Ind Pk E7,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80223070821165,1.4521571470744998
46731,Yew Huat Scaffolding Work,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.8043021981092,1.44852127932275
46739,BLK 782,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80414138898807,1.4483002779862697
46741,Seagate,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80719269495765,1.4463270143436797
46749,Opp Seagate,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80719081852185,1.4459874695969401
46761,Blk 706,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79740027801977,1.43964444400977
46769,Blk 666,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79735798460473,1.43935103379454
46771,Opp Admiralty Stn,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80018670656507,1.4408880835594398
46779,Admiralty Stn,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80070754495145,1.44071357576488
46781,Bef Admiralty Pr Sch,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80124424937155,1.44267569107428
46789,Opp Admiralty Pr Sch,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80106305603081,1.44351138898079
46791,Blk 722,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79963351229267,1.4456949994005697
46799,Blk 786A CP,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79970850070715,1.44586617373151
46801,Aft W'Lands Mart,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79756626316295,1.4465120574806403
46809,Opp W'Lands Mart,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79808713932864,1.44649662319346
46811,Blk 726,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.7993152320954,1.44379237320988
46821,Blk 713,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79755539404626,1.44215561041047
46831,Blk 747A CP,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.7956269439894,1.44364527797106
46841,Opp Blk 739A CP,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79690162812369,1.44498571659794
46851,Blk 664,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79761267660548,1.43612666735899
46859,Blk 608A,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79739593537928,1.4362025834101997
46861,Opp Blk 624B,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79998340500156,1.43515578551993
46869,Blk 628A,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80054550817393,1.43507671767646
46871,Blk 644,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80176512304321,1.43679116597713
46879,Blk 637,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80215927133399,1.43706616822564
46881,Old Chang Kee Bldg,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80523207218322,1.4498301814590597
46891,Jordon Food Ind,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80703539255813,1.44823908984273
46901,Blk 15,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80951476110357,1.4479841829065
46911,Opp Blk 20,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.81027103832493,1.45068968281344
46921,Opp Blk 22,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.81089004960499,1.4533158942723998
46931,Opp W'Lands Spectrum 1,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80789928421208,1.45305389773625
46941,Opp Nylect Engrg,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80547695607456,1.4516730650866303
46951,Blk 536A,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79133300087983,1.43143692171434
46969,Blk 532,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79269972105995,1.43059181782407
46971,Woodgrove Pr Sch,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79034249996816,1.4318755559927399
46979,Opp Blk 507,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79065444401148,1.4313055559807197
46981,Blk 541,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79251110737698,1.42810336959513
46989,Opp Blk 540,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79221259917931,1.42802334589801
46999,Opp Blk 589,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79600329149085,1.4274282614790297
47011,Bef W'Lands Waterfront Pk,9,NORTH COAST,WOODLANDS,NORTH REGION,103.77863124035153,1.4507676625539199
47019,Aft W'Lands Waterfront Pk,7,GREENWOOD PARK,WOODLANDS,NORTH REGION,103.77892930711522,1.45075155241442
47021,Khalsa Crescent Drug Rehab Ctr,9,NORTH COAST,WOODLANDS,NORTH REGION,103.78327492635378,1.4511345744485995
47029,Opp Khalsa Crescent Drug Rehab Ctr,7,GREENWOOD PARK,WOODLANDS,NORTH REGION,103.78252315836185,1.4509655035171698
47031,Bef Keramat Rd,9,NORTH COAST,WOODLANDS,NORTH REGION,103.78814404102566,1.45176361051626
47039,Aft View Rd,7,GREENWOOD PARK,WOODLANDS,NORTH REGION,103.78905216062749,1.4515692218835599
47041,Opp W'Lands Auto Hub,9,NORTH COAST,WOODLANDS,NORTH REGION,103.79164305597227,1.4525686110144
47049,W'Lands Auto Hub,8,SENOKO WEST,WOODLANDS,NORTH REGION,103.7925804884025,1.4524652414133803
47051,Aft W'Lands Ind Pk E4,9,NORTH COAST,WOODLANDS,NORTH REGION,103.79560277796766,1.4544974999999398
47059,Bef W'Lands Ind Pk E4,8,SENOKO WEST,WOODLANDS,NORTH REGION,103.79547293668989,1.4539645018224698
47061,Aft Attap Valley Rd,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.79808423496016,1.45605441023441
47069,Nth Tech,8,SENOKO WEST,WOODLANDS,NORTH REGION,103.79877069336828,1.4559390806950199
47071,Bef British American Tobacco,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80214839695253,1.4576103198515202
47079,Opp British American Tobacco,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80299599940449,1.4578643126412403
47081,Aft Senoko Cres,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80383405130847,1.46202336398517
47089,Aft Senoko Dr,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80387918503345,1.4622787719285497
47091,Bef Senoko Cres,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80602561139148,1.4645966256977
47099,MASTERDON,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80510799306495,1.463811865797
47101,Aft Senoko Ave,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.8090658329841,1.4665372220069297
47109,MAXSTEEL ENTERPRISE,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.8086186110139,1.46608416701086
47111,Bef Senoko Way,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.81100178837575,1.4661918482878102
47119,Aft Senoko Way,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.81068004378776,1.46646104980927
47121,Opp Lian Aik Siong Machinery,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80278498662895,1.46371324914732
47129,Lian Aik Siong Machinery,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.8029823843495,1.4636932932494702
47131,Fuji Oil S'Pore,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80222436305644,1.4666422430382802
47141,Bef Sc Auto,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80367776966507,1.46756958848835
47151,Aft Scania S'Pore,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80397260190183,1.4662733323712198
47169,CHUAN LIM CONSTRN,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80059733131966,1.4609250479902902
47179,Comfortdelgro Engrg,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.79880737870576,1.45828424831176
47189,K.U.S. Holdings,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80129287195831,1.45900316740952
47199,Bef Senoko Dr,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80266128022876,1.4612358361056599
47501,Opp Blk 583,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79470229416462,1.4304620831746202
47511,Blk 554,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79644777764182,1.4319035458350802
47521,Opp Blk 575,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79813585749302,1.4316534614551697
47539,Opp Woodgrove Sec Sch,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79766275675344,1.42870555201688
47541,Blk 639,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80334162830194,1.4378920193750102
47549,Opp Blk 639,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80352352573782,1.4379048516894999
47551,Blk 630,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80188755233279,1.4347262378672199
47559,Opp Blk 630,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80204564158956,1.43461254485308
47561,Blk 620,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79885163626874,1.4332082012469802
47569,Opp Blk 620,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79878038974839,1.4329194553475901
47571,Blk 618,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.79639715585557,1.4334902405191903
47579,Blk 556,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79597019770507,1.4333134741952003
47581,Opp Blk 521,2,MIDVIEW,WOODLANDS,NORTH REGION,103.79352674536875,1.43464494959345
47589,Blk 519A CP,4,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,103.79254444311259,1.4347910690624697
47591,Blk 680,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.8025081158021,1.43973872693624
47599,Blk 683A,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80263149734921,1.4399264222862003
47601,Blk 793,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80304911976373,1.4421188003697698
47609,Opp Blk 793,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80309468577371,1.4418494178268497
47611,Woodsvale Condo,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80622284389754,1.44388706173517
47619,Opp Woodsvale Condo,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80713784459924,1.44430697551185
47621,Aft Gambas Ave,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80982770058664,1.4468921811945297
47629,Seagate,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80985736845511,1.44667808186871
47641,Blk 681A,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80372860775078,1.43923143369845
47649,Opp Blk 681B,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80367600000288,1.43909453192901
47651,Blk 684B,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80525516994503,1.4416971090803
47659,Blk 685A,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80545909188204,1.4414634989333697
47661,Blk 788E,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80275437815418,1.44445189092675
47671,Opp Admiralty Sec Sch,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.80365132611001,1.4463431737806902
47681,Woodsvale Condo,3,WOODLANDS EAST,WOODLANDS,NORTH REGION,103.8044862399807,1.44457845619804
47801,Sunshine Bakery,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.8129834777538,1.4641740097893399
47809,Opp Sunshine Bakery,4,SEMBAWANG NORTH,SEMBAWANG,NORTH REGION,103.81358749832499,1.46379183832972
47811,W'Lands Sunny Food,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80898707919846,1.4623769225129097
47819,Opp W'Lands Sunny Food,4,SEMBAWANG NORTH,SEMBAWANG,NORTH REGION,103.81005089658551,1.4625580134543
47821,Opp Sumitomo Bakelite S'pore,8,SENOKO NORTH,SEMBAWANG,NORTH REGION,103.80582927631109,1.4607771768418798
47829,Sumitomo Bakelite S'pore,9,SENOKO SOUTH,SEMBAWANG,NORTH REGION,103.80617388921054,1.46054631909982
48011,Opp Mandai Camp 2,1,MANDAI WEST,MANDAI,NORTH REGION,103.77449402303927,1.4105360569245202
48019,Mandai Camp 2,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.77547240613428,1.4104789032488598
48021,Aft Mandai Lake Rd,1,MANDAI WEST,MANDAI,NORTH REGION,103.7794566466511,1.4109193571942202
48029,Bef Mandai Lake Rd,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.77968553987141,1.41056509187543
48031,LP 162,1,MANDAI WEST,MANDAI,NORTH REGION,103.78316982719805,1.4110919100899502
48039,LP 159,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.78320916874394,1.4107560659791798
48041,Aft Jln Ulu Sembawang,1,MANDAI WEST,MANDAI,NORTH REGION,103.78892108182363,1.41268317529503
48049,Bef Jln Ulu Sembawang,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.78930383598242,1.4123918562829298
48051,Mandai Agrotech Pk,1,MANDAI WEST,MANDAI,NORTH REGION,103.79737495337396,1.4152938185780697
48059,Opp Mandai Agrotech Pk,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.79763214717948,1.4150210915562698
48061,Bef Mandai Ave,1,MANDAI WEST,MANDAI,NORTH REGION,103.80385151827096,1.4158315471183596
48069,Aft Mandai Ave,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.80203473964005,1.41601156056508
48071,Mandai Crematorium,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.80578610823426,1.4117633148041802
48079,Opp Mandai Crematorium,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.80529445672698,1.41314885322808
48081,Opp Upp Seletar Reservoir,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.80892543786545,1.40542137548827
48089,Upp Seletar Reservoir,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.80795339830527,1.40560991243809
48091,SCDF Nee Soon Camp,7,NEE SOON,YISHUN,NORTH REGION,103.81238027797018,1.40274777797647
48099,Opp SCDF Nee Soon Camp,7,NEE SOON,YISHUN,NORTH REGION,103.81200115976088,1.4029276207034
48101,Aft Meng Suan Rd,7,NEE SOON,YISHUN,NORTH REGION,103.81439973574913,1.4024103860869903
48109,Opp Meng Suan Rd,7,NEE SOON,YISHUN,NORTH REGION,103.81401491687515,1.40220535791866
48111,Aft Mandai Rd,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.7796356,1.4094144439999998
48119,Bef Mandai Rd,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.77929091400647,1.40961851672775
48121,Bef S'pore Zoo,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.78309579999998,1.407433889
48129,Aft S'pore Zoo,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.7830597,1.407335
48131,S'Pore Zoo,1,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,NORTH REGION,103.78935694475769,1.40462388269986
48141,Opp Mandai Crematorium & Columbarium,2,MANDAI EAST,MANDAI,NORTH REGION,103.8094962642582,1.4155708563680502
48149,Mandai Crematorium & Columbarium,7,NEE SOON,YISHUN,NORTH REGION,103.80907903666171,1.4152108048189898
49011,Opp Kim Hock Corp Pte Ltd,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75228251770571,1.41051803168987
49019,Kim Hock Corp Pte Ltd,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75244718246053,1.41054305509663
49021,WHYE WAH DEVT & CONSTRN,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75177016684295,1.41337474993907
49029,SIT LEY TIMBER,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75189550271323,1.41359128228018
49031,Opp Crown Alliance Industries,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75124374338,1.4163160467177303
49039,Asia Rattan Trading Co,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75136638264014,1.4166538655951098
49041,DHdeco Pte Ltd,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75071744712069,1.4192662964671898
49049,Sim Hup Co,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75074630835057,1.4200404678450003
49051,Aft Sg Kadut Eating Hse,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.75010170518756,1.42276696289419
49059,Aft LCS Optiroc Pte Ltd,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.75019253254519,1.42318199210104
49061,Poh Cheong Concrete Products,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74894489726996,1.4261260435369303
49069,Tropical Furniture Ltd,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74887339054357,1.4264399252604998
49071,Opp Wason Wood Ind,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74707415989546,1.42920936914454
49079,Wason Wood Ind,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74721764191128,1.42936840267626
49081,Aft Kranji Cres,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74846964367356,1.4339256972019299
49089,Bef Kranji Cres,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74860194398363,1.43387888896839
49091,Opp Kranji Wtr Reclam Plt,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75641027798767,1.42753888899762
49099,AFT KRANJI WATER RECLAMATION PLANT,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.7566,1.42763
49101,Opp Ordinance Supply Base,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75584633886155,1.4301926513916698
49109,Kranji Wtr Reclam Plt,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75622617449282,1.42885154471804
49111,Aft Jln Lam Huat,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75543333298812,1.43245972200669
49119,Blk 2,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75568435534463,1.43218727065725
49121,Aft SMRT Buses Kranji Depot,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75494271333446,1.4352873778432698
49129,Lip Guan Ind,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75521112659418,1.4348751185410202
49131,Tan Chiang Bros Marble,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.75361193086512,1.40812181907283
49139,Bef Sg Kadut Way,4,PANG SUA,SUNGEI KADUT,NORTH REGION,103.7535208650928,1.40797195308481
49141,Ctrl Granite Ind,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74365393048626,1.4383065782824
49149,Bef Fishing Ground A,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74315061627053,1.4383834106628397
49151,Daiya Engrg,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.7468402779863,1.4366674999852498
49159,Econ Group,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74581499117029,1.4370242843075303
49169,Tong Seng Concrete Ltd,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.74855065686643,1.4356326647633997
49171,OPP SHINGDA CONSTRN,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.75086631663137,1.4347192703485498
49179,Aft Kranji Cres,5,RESERVOIR VIEW,SUNGEI KADUT,NORTH REGION,103.75053324827904,1.4346796758553697
49181,Dapolite Ind,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75406639623813,1.4368981667763399
49189,Aft Kranji Rd,1,KRANJI,SUNGEI KADUT,NORTH REGION,103.75373454312799,1.4364697707156597
49199,Kranji Reservoir Pk B,1,LIM CHU KANG,LIM CHU KANG,NORTH REGION,103.73578447263064,1.4383674275063
49209,Sg Buloh Wetland Reserve,1,LIM CHU KANG,LIM CHU KANG,NORTH REGION,103.72983812848105,1.44513667520796
49211,PUB Quarter,1,LIM CHU KANG,LIM CHU KANG,NORTH REGION,103.7350959713107,1.4386874121624098
49219,Opp PUB Quarter,1,LIM CHU KANG,LIM CHU KANG,NORTH REGION,103.73562300935441,1.43853758245996
49229,Long Kuan Hung Crocodile Farm,1,LIM CHU KANG,LIM CHU KANG,NORTH REGION,103.7321016670081,1.44030777799976
49239,Opp Nyee Phoe Group,1,LIM CHU KANG,LIM CHU KANG,NORTH REGION,103.7279274650063,1.4405789318193103
49249,Aft Neo Tiew Rd,1,LIM CHU KANG,LIM CHU KANG,NORTH REGION,103.72546776099374,1.43705520733335
50011,Opp Parish Of Christ Ch,7,KAMPONG JAVA,KALLANG,CENTRAL REGION,103.84719777801661,1.31181999999518
50019,Parish Of Christ Ch,7,KAMPONG JAVA,KALLANG,CENTRAL REGION,103.84763856174139,1.3119489103235802
50021,United Sq,2,MOULMEIN,NOVENA,CENTRAL REGION,103.84421700922245,1.3173533543910998
50029,Opp United Sq,2,MOULMEIN,NOVENA,CENTRAL REGION,103.84484281963609,1.3164794161467297
50031,Opp Novena Ch,2,MOULMEIN,NOVENA,CENTRAL REGION,103.84177172353408,1.3212730729279105
50037,Novena Stn Exit B,1,BALESTIER,NOVENA,CENTRAL REGION,103.84224304873378,1.3210996837627902
50038,Novena Stn,2,MOULMEIN,NOVENA,CENTRAL REGION,103.84343862536714,1.31962671001555
50041,Novena Lodge,3,MALCOLM,NOVENA,CENTRAL REGION,103.84161545670325,1.3236233332491398
50049,Opp Novena Lodge,1,BALESTIER,NOVENA,CENTRAL REGION,103.84189326889334,1.32354108650178
50051,Thomson Med Ctr,3,MALCOLM,NOVENA,CENTRAL REGION,103.84186148677112,1.3256128334349
50059,Opp Thomson Med Ctr,1,BALESTIER,NOVENA,CENTRAL REGION,103.84211744421322,1.3248945339838403
50061,Opp Hotel Royal,2,MOULMEIN,NOVENA,CENTRAL REGION,103.84143789916804,1.31743500021924
50069,Hotel Royal,2,MOULMEIN,NOVENA,CENTRAL REGION,103.84164776289316,1.31702163080967
50071,Bef Carlisle Rd,7,KAMPONG JAVA,KALLANG,CENTRAL REGION,103.84707504887322,1.3157230695507696
50079,Opp Carlisle Rd,7,KAMPONG JAVA,KALLANG,CENTRAL REGION,103.84693372586678,1.3158394166193101
50081,Blk 41A,7,KAMPONG JAVA,KALLANG,CENTRAL REGION,103.85024851239793,1.31663163574561
50089,Blk 51,7,KAMPONG JAVA,KALLANG,CENTRAL REGION,103.85044724612104,1.3166549343235698
50111,Revival Ctr Ch,2,MOULMEIN,NOVENA,CENTRAL REGION,103.8465549576423,1.31875833024702
50119,St. Joseph Inst Jnr,2,MOULMEIN,NOVENA,CENTRAL REGION,103.8458185038638,1.3182950318275197
50121,Natl Skin Ctr,2,MOULMEIN,NOVENA,CENTRAL REGION,103.84933923160258,1.31930304159281
